'that', 'political' | In regular: 0 | In spam: 1
'window', 'getwidth' | In regular: 0 | In spam: 1
'from', 'cup' | In regular: 1 | In spam: 0
'election', 'this' | In regular: 0 | In spam: 1
'wolfgang', 'oertel' | In regular: 1 | In spam: 0
'domain', 'practices' | In regular: 0 | In spam: 1
'archives', 'then' | In regular: 0 | In spam: 1
'innerheight', 'images' | In regular: 0 | In spam: 1
'have', 'this' | In regular: 0 | In spam: 4
'entered', 'its' | In regular: 1 | In spam: 0
'onloadscript', 'creates' | In regular: 0 | In spam: 1
'browse', 'books' | In regular: 0 | In spam: 1
'evolving', 'multimedia' | In regular: 1 | In spam: 0
'banackangelhotmailcom', 'mara' | In regular: 0 | In spam: 1
'neighbors', 'like' | In regular: 0 | In spam: 1
'cognitionnwonl', 'wwwnwonlcognitie' | In regular: 1 | In spam: 0
'journey', 'insistent' | In regular: 0 | In spam: 1
'naacp', 'pages' | In regular: 0 | In spam: 1
'conflict', 'education' | In regular: 0 | In spam: 1
'university', 'bochum' | In regular: 1 | In spam: 0
'birds', 'members' | In regular: 0 | In spam: 1
'value', 'yellow' | In regular: 0 | In spam: 1
'includes', 'several' | In regular: 1 | In spam: 0
'executive', 'director' | In regular: 1 | In spam: 0
'ebiz', 'http' | In regular: 0 | In spam: 1
'have', 'opportunity' | In regular: 1 | In spam: 0
'hate', 'message' | In regular: 0 | In spam: 1
'lausanne', 'university' | In regular: 1 | In spam: 0
'prestigious', 'institutions' | In regular: 0 | In spam: 1
'write', 'page' | In regular: 0 | In spam: 1
'franck', 'pascal' | In regular: 1 | In spam: 0
'retinal', 'electrodiagnostics' | In regular: 1 | In spam: 0
'else', 'adulterous' | In regular: 0 | In spam: 1
'give', 'liberty' | In regular: 0 | In spam: 1
'bedie', 'text' | In regular: 0 | In spam: 1
'ryoungtoriginal', 'size' | In regular: 2 | In spam: 0
'clinical', 'experimental' | In regular: 1 | In spam: 0
'painkillers', 'philadelphia' | In regular: 0 | In spam: 1
'media', 'products' | In regular: 0 | In spam: 1
'only', 'visibility' | In regular: 0 | In spam: 1
'tropical', 'tiny' | In regular: 0 | In spam: 1
'took', 'upset' | In regular: 0 | In spam: 1
'wang', 'yunhai' | In regular: 1 | In spam: 0
'east', 'red' | In regular: 2 | In spam: 0
'document', 'jacobson' | In regular: 0 | In spam: 1
'down', 'bew' | In regular: 0 | In spam: 1
'love', 'this' | In regular: 0 | In spam: 1
'results', 'document' | In regular: 0 | In spam: 1
'workforce', 'nested' | In regular: 0 | In spam: 1
'writes', 'showbiz' | In regular: 0 | In spam: 1
'version', 'offsettop' | In regular: 0 | In spam: 1
'premaure', 'ejaculatinppease' | In regular: 0 | In spam: 1
'site', 'americans' | In regular: 0 | In spam: 1
'comparison', 'with' | In regular: 0 | In spam: 1
'autoclass', 'lisp' | In regular: 1 | In spam: 0
'else', 'here' | In regular: 0 | In spam: 1
'knowledge', 'experience' | In regular: 0 | In spam: 1
'mcneilly', 'mbulandhotmailcom' | In regular: 0 | In spam: 1
'being', 'labelled' | In regular: 0 | In spam: 1
'november', 'easily' | In regular: 0 | In spam: 1
'entirely', 'online' | In regular: 0 | In spam: 1
'shares', 'open' | In regular: 0 | In spam: 1
'mailnacrcom', 'mailnacrcom' | In regular: 0 | In spam: 1
'well', 'academy' | In regular: 0 | In spam: 1
'shuddered', 'color' | In regular: 0 | In spam: 1
'this', 'start' | In regular: 0 | In spam: 1
'business', 'anti' | In regular: 0 | In spam: 1
'norealname', '' | In regular: 6 | In spam: 4
'deadlines', 'aamsz' | In regular: 0 | In spam: 1
'troops', 'burkina' | In regular: 0 | In spam: 1
'centrum', 'fuer' | In regular: 1 | In spam: 0
'adapt', 'birds' | In regular: 0 | In spam: 1
'that', 'hide' | In regular: 0 | In spam: 1
'some', 'versions' | In regular: 0 | In spam: 1
'books', 'company' | In regular: 0 | In spam: 1
'round', 'homes' | In regular: 0 | In spam: 1
'helo', 'ims' | In regular: 1 | In spam: 0
'reloaded', 'document' | In regular: 0 | In spam: 1
'from', 'satchithanandam' | In regular: 0 | In spam: 1
'mimehtmlnocharset', '' | In regular: 0 | In spam: 2
'mshavanhotmailcom', 'shwahotmailcom' | In regular: 0 | In spam: 1
'florida', 'former' | In regular: 0 | In spam: 1
'decoration', 'help' | In regular: 0 | In spam: 1
'clrover', 'show' | In regular: 0 | In spam: 1
'charged', 'tackled' | In regular: 0 | In spam: 1
'jenny', 'looked' | In regular: 0 | In spam: 1
'', 'quickly' | In regular: 2 | In spam: 0
'tagname', 'night' | In regular: 0 | In spam: 1
'send', 'serif' | In regular: 0 | In spam: 1
'over', 'over' | In regular: 0 | In spam: 1
'mainly', 'magazine' | In regular: 0 | In spam: 1
'aweeshotmailcom', 'garydwesthotmailcom' | In regular: 0 | In spam: 1
'sent', 'value' | In regular: 0 | In spam: 1
'perching', 'birds' | In regular: 0 | In spam: 1
'helmholzt', 'lecture' | In regular: 1 | In spam: 0
'text', 'decoration' | In regular: 0 | In spam: 1
'last', 'while' | In regular: 0 | In spam: 1
'developed', 'basic' | In regular: 1 | In spam: 0
'sizedin', 'hong' | In regular: 1 | In spam: 0
'many', 'usbased' | In regular: 0 | In spam: 1
'awindow', 'even' | In regular: 0 | In spam: 1
'area', 'service' | In regular: 0 | In spam: 1
'held', 'suntec' | In regular: 1 | In spam: 0
'profiles', 'updated' | In regular: 0 | In spam: 1
'with', 'diarra' | In regular: 0 | In spam: 1
'fujita', 'fujio' | In regular: 1 | In spam: 0
'crane', 'education' | In regular: 0 | In spam: 1
'services', 'west' | In regular: 0 | In spam: 1
'county', 'media' | In regular: 0 | In spam: 1
'foundation', 'irccs' | In regular: 1 | In spam: 0
'plan', 'make' | In regular: 0 | In spam: 1
'imgiconspurpleballgif', 'alt' | In regular: 5 | In spam: 0
'serif', 'messageboard' | In regular: 0 | In spam: 1
'lausitz', 'senftenberg' | In regular: 1 | In spam: 0
'birds', 'others' | In regular: 0 | In spam: 1
'firing', 'same' | In regular: 0 | In spam: 1
'even', 'rpachter' | In regular: 0 | In spam: 1
'event', 'style' | In regular: 0 | In spam: 1
'next', 'mortgage' | In regular: 0 | In spam: 4
'supplied', 'sources' | In regular: 0 | In spam: 1
'incompetence', 'form' | In regular: 0 | In spam: 1
'messageboard', 'today' | In regular: 0 | In spam: 1
'scaffold', 'reorganization' | In regular: 1 | In spam: 0
'educational', 'dreams' | In regular: 0 | In spam: 1
'jacobson', 'suggestions' | In regular: 0 | In spam: 1
'gregory', 'michael' | In regular: 1 | In spam: 0
'food', 'restriction' | In regular: 1 | In spam: 0
'school', 'veterinary' | In regular: 1 | In spam: 0
'this', 'which' | In regular: 0 | In spam: 1
'special', 'layername' | In regular: 0 | In spam: 1
'color', 'saturday' | In regular: 0 | In spam: 1
'nikonikosanhotmailcom', 'akotwhotmailcom' | In regular: 0 | In spam: 1
'void', 'processpixbufgdkpixbuf' | In regular: 1 | In spam: 0
'home', 'cassette' | In regular: 0 | In spam: 1
'even', 'they' | In regular: 0 | In spam: 1
'software', 'technology' | In regular: 0 | In spam: 1
'margin', 'joint' | In regular: 0 | In spam: 1
'historic', 'mission' | In regular: 1 | In spam: 0
'undertaken', 'search' | In regular: 0 | In spam: 1
'loowhochan', 'wrote' | In regular: 0 | In spam: 1
'more', 'recent' | In regular: 1 | In spam: 0
'disapointed', 'have' | In regular: 0 | In spam: 1
'cypa', 'induction' | In regular: 1 | In spam: 0
'advance', 'their' | In regular: 0 | In spam: 1
'robert', 'weissert' | In regular: 1 | In spam: 0
'university', 'buffalo' | In regular: 2 | In spam: 0
'oztt', 'fcoqdiqtyfsvypsfgcqlpmkwslg' | In regular: 0 | In spam: 1
'white', 'light' | In regular: 0 | In spam: 1
'street', 'platform' | In regular: 0 | In spam: 1
'complete', '' | In regular: 1 | In spam: 0
'central', 'nuclei' | In regular: 1 | In spam: 0
'from', 'nsioiknawnl' | In regular: 1 | In spam: 0
'trkb', 'andor' | In regular: 1 | In spam: 0
'arial', 'decoration' | In regular: 0 | In spam: 2
'hover', 'page' | In regular: 0 | In spam: 1
'results', 'math' | In regular: 0 | In spam: 1
'factbox', 'directories' | In regular: 0 | In spam: 1
'nsup', 'news' | In regular: 0 | In spam: 1
'after', 'publication' | In regular: 0 | In spam: 1
'downhill', 'privacy' | In regular: 0 | In spam: 1
'navigator', 'ordm' | In regular: 0 | In spam: 1
'sent', 'their' | In regular: 0 | In spam: 1
'treat', 'diseases' | In regular: 0 | In spam: 3
'symptoms', 'home' | In regular: 0 | In spam: 1
'', 'x' | In regular: 1 | In spam: 0
'plan', 'also' | In regular: 0 | In spam: 7
'xingladhotmailcom', 'mbulacuhotmailcom' | In regular: 0 | In spam: 1
'mbulamayhotmailcom', 'rae' | In regular: 0 | In spam: 1
'kitchen', 'cabinets' | In regular: 0 | In spam: 1
'following', 'example' | In regular: 1 | In spam: 0
'sources', 'getheight' | In regular: 0 | In spam: 1
'process', 'animation' | In regular: 0 | In spam: 1
'escape', 'innerheight' | In regular: 0 | In spam: 1
'with', 'later' | In regular: 0 | In spam: 1
'subscribe', 'boobery' | In regular: 0 | In spam: 1
'math', 'doesnt' | In regular: 0 | In spam: 1
'aixairugnl', '' | In regular: 1 | In spam: 0
'horoscopes', 'this' | In regular: 0 | In spam: 1
'thcker', 'fulerfont' | In regular: 0 | In spam: 1
'your', 'midgets' | In regular: 0 | In spam: 1
'contentmodules', 'this' | In regular: 0 | In spam: 1
'esmtp', 'hrdqr' | In regular: 1 | In spam: 0
'from', 'depppswrugnl' | In regular: 2 | In spam: 4
'basis', 'text' | In regular: 1 | In spam: 0
'krddartinc', 'initheight' | In regular: 0 | In spam: 1
'high', 'event' | In regular: 0 | In spam: 1
'main', 'images' | In regular: 0 | In spam: 1
'flight', 'especially' | In regular: 0 | In spam: 1
'rwandan', 'pacific' | In regular: 0 | In spam: 1
'camera', 'hiddenfont' | In regular: 0 | In spam: 1
'visual', 'comm' | In regular: 0 | In spam: 1
'winner', 'weight' | In regular: 0 | In spam: 1
'army', 'power' | In regular: 0 | In spam: 1
'local', 'visibility' | In regular: 0 | In spam: 1
'speaking', 'jiuquan' | In regular: 1 | In spam: 0
'billy', 'stones' | In regular: 0 | In spam: 1
'need', 'resizable' | In regular: 0 | In spam: 1
'rush', 'limbaugh' | In regular: 0 | In spam: 1
'mailacsubuffaloedu', 'mailacsubuffaloedu' | In regular: 1 | In spam: 0
'prospective', 'authors' | In regular: 1 | In spam: 0
'gettime', 'appname' | In regular: 0 | In spam: 1
'will', 'lawyers' | In regular: 0 | In spam: 1
'months', 'years' | In regular: 0 | In spam: 1
'classdp', 'money' | In regular: 0 | In spam: 2
'gbagbo', 'houphouet' | In regular: 0 | In spam: 1
'date', 'sun' | In regular: 1 | In spam: 1
'middle', 'classname' | In regular: 0 | In spam: 1
'full', 'winner' | In regular: 0 | In spam: 1
'hrefhttpwwwtolastcomdrclick', 'hereabfont' | In regular: 0 | In spam: 1
'same', 'learned' | In regular: 1 | In spam: 0
'from', 'editors' | In regular: 1 | In spam: 0
'groningen', 'really' | In regular: 1 | In spam: 0
'processing', 'experimental' | In regular: 1 | In spam: 0
'berlin', 'leapt' | In regular: 0 | In spam: 1
'information', 'website' | In regular: 1 | In spam: 0
'what', 'what' | In regular: 0 | In spam: 1
'tried', 'call' | In regular: 1 | In spam: 0
'initmenus', 'something' | In regular: 0 | In spam: 1
'group', 'elzarosenkranzaureusneedaphonecom' | In regular: 0 | In spam: 2
'font', 'george' | In regular: 0 | In spam: 1
'worth', 'tickets' | In regular: 0 | In spam: 1
'additional', 'financing' | In regular: 0 | In spam: 1
'university', 'medical' | In regular: 1 | In spam: 0
'http', 'cassettes' | In regular: 0 | In spam: 1
'version', 'industry' | In regular: 0 | In spam: 1
'rvpatkarbuffaloedu', '' | In regular: 1 | In spam: 0
'haig', 'down' | In regular: 0 | In spam: 1
'site', 'urlstackpeek' | In regular: 0 | In spam: 1
'copy', 'urlstacksetcookie' | In regular: 0 | In spam: 1
'else', 'going' | In regular: 0 | In spam: 1
'classifieds', 'name' | In regular: 0 | In spam: 1
'under', 'basic' | In regular: 0 | In spam: 1
'fill', 'your' | In regular: 0 | In spam: 1
'', 'baraknetil' | In regular: 0 | In spam: 1
'found', 'have' | In regular: 2 | In spam: 0
'works', 'last' | In regular: 0 | In spam: 1
'success', 'become' | In regular: 0 | In spam: 1
'document', 'mother' | In regular: 0 | In spam: 1
'easy', 'following' | In regular: 1 | In spam: 0
'center', 'rotterdam' | In regular: 1 | In spam: 0
'classdpsspan', 'span' | In regular: 0 | In spam: 2
'location', 'this' | In regular: 0 | In spam: 2
'spanbrspan', 'classdnyou' | In regular: 0 | In spam: 2
'with', 'wales' | In regular: 0 | In spam: 1
'what', 'does' | In regular: 2 | In spam: 0
'when', 'drinking' | In regular: 1 | In spam: 0
'investigated', 'benton' | In regular: 0 | In spam: 1
'shared', 'circuits' | In regular: 1 | In spam: 0
'font', 'document' | In regular: 0 | In spam: 1
'real', 'ieup' | In regular: 0 | In spam: 1
'important', 'sans' | In regular: 0 | In spam: 1
'font', 'event' | In regular: 0 | In spam: 1
'offered', 'probably' | In regular: 0 | In spam: 1
'high', 'intent' | In regular: 0 | In spam: 1
'from', 'jturpspvyahoocom' | In regular: 0 | In spam: 1
'magnetic', 'pioneers' | In regular: 2 | In spam: 0
'practices', 'substring' | In regular: 0 | In spam: 1
'department', 'experimental' | In regular: 1 | In spam: 0
'tracking', 'mouse' | In regular: 1 | In spam: 0
'cusxrrwyjhngizk', 'zkqtbhbw' | In regular: 0 | In spam: 1
'brian', 'billups' | In regular: 1 | In spam: 0
'domain', 'version' | In regular: 1 | In spam: 0
'with', 'this' | In regular: 2 | In spam: 1
'return', 'calendar' | In regular: 0 | In spam: 1
'homes', 'more' | In regular: 0 | In spam: 1
'country', 'french' | In regular: 0 | In spam: 1
'sweeps', 'tones' | In regular: 1 | In spam: 0
'news', 'whether' | In regular: 0 | In spam: 1
'else', 'motor' | In regular: 0 | In spam: 1
'underline', 'friend' | In regular: 0 | In spam: 1
'memory', 'even' | In regular: 0 | In spam: 1
'connectedcomponent', 'contours' | In regular: 1 | In spam: 0
'clickbelow', '' | In regular: 2 | In spam: 3
'sunday', 'could' | In regular: 0 | In spam: 1
'expect', 'privacy' | In regular: 0 | In spam: 1
'message', 'layerobject' | In regular: 0 | In spam: 1
'profile', 'choose' | In regular: 1 | In spam: 0
'wouldn', 'also' | In regular: 0 | In spam: 1
'xsender', 'theinstituteieeeorg' | In regular: 1 | In spam: 0
'entertainment', 'sublime' | In regular: 0 | In spam: 1
'could', 'cause' | In regular: 0 | In spam: 1
'this', 'getwidth' | In regular: 0 | In spam: 2
'invested', 'text' | In regular: 0 | In spam: 1
'accused', 'content' | In regular: 0 | In spam: 1
'xmailmanversion', '' | In regular: 1 | In spam: 0
'throughout', 'world' | In regular: 1 | In spam: 0
'behaviors', 'birds' | In regular: 0 | In spam: 1
'accepted', 'from' | In regular: 0 | In spam: 1
'pentapeptide', 'qynad' | In regular: 1 | In spam: 0
'time', 'which' | In regular: 1 | In spam: 0
'outrage', 'called' | In regular: 0 | In spam: 1
'bigmachotmailcom', 'kristaberwangerhotmailcom' | In regular: 0 | In spam: 1
'this', 'creates' | In regular: 0 | In spam: 1
'interested', 'what' | In regular: 0 | In spam: 1
'selected', '' | In regular: 0 | In spam: 1
'mother', 'hers' | In regular: 0 | In spam: 1
'antwerp', 'university' | In regular: 2 | In spam: 0
'about', 'section' | In regular: 0 | In spam: 1
'congress', 'medical' | In regular: 1 | In spam: 0
'specially', 'developed' | In regular: 0 | In spam: 1
'pets', 'mcnabb' | In regular: 0 | In spam: 1
'arial', 'then' | In regular: 0 | In spam: 1
'enhancement', 'restoration' | In regular: 1 | In spam: 0
'congresses', 'interest' | In regular: 1 | In spam: 0
'login', 'sans' | In regular: 0 | In spam: 1
'maternal', 'care' | In regular: 1 | In spam: 0
'below', 'and' | In regular: 1 | In spam: 0
'utc', 'filetimefecaf' | In regular: 0 | In spam: 1
'patients', 'function' | In regular: 0 | In spam: 1
'rules', 'world' | In regular: 0 | In spam: 1
'generating', 'the' | In regular: 1 | In spam: 0
'delayperiod', 'activities' | In regular: 1 | In spam: 0
'product', 'that' | In regular: 0 | In spam: 1
'than', 'apparent' | In regular: 0 | In spam: 1
'accord', 'talks' | In regular: 0 | In spam: 1
'operations', 'whether' | In regular: 0 | In spam: 1
'layername', 'eval' | In regular: 0 | In spam: 1
'letters', 'special' | In regular: 0 | In spam: 1
'frank', 'brokken' | In regular: 1 | In spam: 0
'style', 'holly' | In regular: 0 | In spam: 1
'building', 'something' | In regular: 0 | In spam: 1
'saving', 'much' | In regular: 0 | In spam: 2
'evoked', 'responses' | In regular: 1 | In spam: 0
'many', 'herbivorous' | In regular: 0 | In spam: 1
'sizedsoviet', 'union' | In regular: 1 | In spam: 0
'document', 'monday' | In regular: 0 | In spam: 1
'standard', 'magazines' | In regular: 0 | In spam: 1
'document', 'resizefix' | In regular: 0 | In spam: 1
'section', 'window' | In regular: 0 | In spam: 1
'owned', 'weapons' | In regular: 0 | In spam: 1
'vision', 'reading' | In regular: 1 | In spam: 0
'completed', 'applications' | In regular: 1 | In spam: 0
'that', 'europe' | In regular: 0 | In spam: 1
'bayesian', 'learning' | In regular: 1 | In spam: 0
'sizedthe', 'east' | In regular: 1 | In spam: 0
'friend', 'arrowoff' | In regular: 0 | In spam: 1
'', 'location' | In regular: 2 | In spam: 0
'quite', 'time' | In regular: 1 | In spam: 0
'printer', 'discounters' | In regular: 0 | In spam: 1
'july', '' | In regular: 1 | In spam: 0
'imitation', 'simulation' | In regular: 1 | In spam: 0
'photo', 'article' | In regular: 0 | In spam: 1
'small', 'font' | In regular: 0 | In spam: 1
'cookie', 'pcts' | In regular: 0 | In spam: 1
'function', 'table' | In regular: 0 | In spam: 1
'away', 'press' | In regular: 0 | In spam: 1
'market', 'please' | In regular: 1 | In spam: 0
'', 'manyexclamations' | In regular: 0 | In spam: 2
'deficient', 'ht' | In regular: 1 | In spam: 0
'institute', 'technology' | In regular: 1 | In spam: 0
'friend', 'scale' | In regular: 0 | In spam: 1
'that', 'know' | In regular: 0 | In spam: 1
'take', 'obituaries' | In regular: 0 | In spam: 1
'policy', 'arrowover' | In regular: 0 | In spam: 1
'returnpath', 'elzarosenkranzaureusneedaphonecom' | In regular: 0 | In spam: 1
'autoclass', 'generates' | In regular: 1 | In spam: 0
'axonal', 'fasciculation' | In regular: 1 | In spam: 0
'great', 'internet' | In regular: 0 | In spam: 2
'hes', 'nice' | In regular: 0 | In spam: 1
'scrollbars', 'archives' | In regular: 0 | In spam: 1
'useragent', 'contests' | In regular: 0 | In spam: 1
'limit', 'easy' | In regular: 0 | In spam: 1
'medical', 'systemsbr' | In regular: 1 | In spam: 0
'student', 'radiology' | In regular: 1 | In spam: 0
'obituaries', 'guardian' | In regular: 0 | In spam: 1
'xpos', 'images' | In regular: 0 | In spam: 1
'institute', 'most' | In regular: 1 | In spam: 0
'poor', 'coast' | In regular: 0 | In spam: 1
'pages', 'starting' | In regular: 0 | In spam: 1
'send', 'general' | In regular: 1 | In spam: 0
